	Price	Dividend	Volume	Matches	Attempt Buys	Attempt Sells	Interest Rates	Total Bid	Total Ask	Total Buys	Total Sells	Profit per Units
0	73.68670179777749	11.43468054082193	0.0	0	100	0	0.1	0.0	709.6346262929864	0	100	-29.08921769647027
1	68.91733075058019	11.47056384852658	174.43753778866417	35	35	57	0.1	338.95372319211367	174.43753778866417	57	35	6.7011928013292845
2	63.43946952925196	11.57676206793452	94.23356709589322	28	28	31	0.1	217.747596818604	94.23356709589322	31	28	6.098900846606288
3	53.081197343529496	11.732278465075487	40.513852470118906	13	13	38	0.1	131.9005384593782	40.513852470118906	38	13	1.3740062793530239
4	52.26861584036958	11.38181087338417	17.56010538196162	4	4	63	0.1	196.51818347358426	17.56010538196162	63	4	10.569229370224251
5	55.951548606720124	11.435633529297668	17.938887905554022	5	5	56	0.1	182.7319222701573	17.938887905554022	56	5	15.118566295648215
6	50.73440173245478	11.411378290004764	20.922868093395376	6	6	45	0.1	153.29435927480628	20.922868093395376	45	6	6.194231415739418
7	57.86796396137251	11.571886190720013	15.555106918950354	6	6	60	0.1	188.19168039624915	15.555106918950354	60	6	18.705448419637747
8	54.492843629315715	11.23708614516495	34.08475129620104	15	15	38	0.1	140.61526383416302	34.08475129620104	38	15	7.861965813108155
9	53.802839496403735	11.228221083949025	17.075462206148167	5	5	26	0.1	126.39065432241654	17.075462206148167	26	5	10.538216951037045
10	55.17584694534866	11.324685206104471	13.00032022709929	4	4	29	0.1	127.62947428054188	13.00032022709929	29	4	12.697692655049396
11	56.23329726902453	11.498268255207282	18.817790315986425	10	10	23	0.1	121.30085597942286	18.817790315986425	23	10	12.555718578883155
12	54.517260608878395	11.494917638648406	16.175409393824047	7	7	15	0.1	97.11518977899847	16.175409393824047	15	7	9.778880978502269
13	45.914148758763474	11.639230392416719	9.993621572013637	2	2	13	0.1	73.21140360875901	9.993621572013637	13	2	3.0361185423017982
14	54.9773779223709	11.646312657382467	9.51737553667267	3	3	63	0.1	161.76696016383897	9.51737553667267	63	3	20.70954182098989
15	47.07993287232595	11.556895372981899	13.206545107517757	6	6	16	0.1	83.08174290963225	13.206545107517757	16	6	3.659450322936948
16	52.0675759636491	11.29604650717633	9.429318987488555	3	3	51	0.1	130.913100887013	9.429318987488555	51	3	16.28368959849948
17	42.06911905056215	11.413155717199919	10.043904025057898	3	3	18	0.1	74.43589512497401	10.043904025057898	18	3	1.4146988041129713
18	50.787707227828896	11.280768191105052	10.013719525332089	3	3	63	0.1	172.32616623347408	10.013719525332089	63	3	19.9993563683718
19	41.5131721885105	11.433603293702397	12.927420958279903	4	4	23	0.1	82.35967697605493	12.927420958279903	23	4	2.159068254384003
20	53.31820490152641	11.525261114240518	11.393672513773673	5	5	59	0.1	170.95734740712896	11.393672513773673	59	5	23.330293827256423
21	49.609180002899954	11.22119892863521	31.978114341993432	12	12	13	0.1	70.98787350078715	31.978114341993432	13	12	7.512174030008758
22	47.87920382696026	11.09185387132417	20.891106133250528	6	6	21	0.1	63.507898424068465	20.891106133250528	21	6	9.361877695384473
23	56.25048291506556	11.144878512503709	11.300063212706519	5	5	21	0.1	66.61395005486446	11.300063212706519	21	5	19.516157600609013
24	44.340458677281184	11.25425025742397	49.946942077281165	7	33	7	0.1	49.946942077281165	60.595241115857995	7	33	-0.6557739803604079
25	52.95753961801576	11.151659239799272	18.89490724797997	4	4	50	0.1	104.35579665652263	18.89490724797997	50	4	19.768740180533847
